"","id","name","styleId","style.name","style.shortName","abv","ibu","srmId","originalGravity","isOrganic"
"465","E0jm9W","All American IPA",30,"American-Style India Pale Ale","American IPA",6.5,NA,NA,NA,"N"
"466","QkKIB0","All American IPA - Legend Series",30,"American-Style India Pale Ale","American IPA",6.5,71,6,1.063,"N"
"467","XcdEsl","All American Red Ale",32,"American-Style Amber/Red Ale","Amber",NA,NA,NA,NA,"N"
"468","lgiEcd","All American Storm the Beach",32,"American-Style Amber/Red Ale","Amber",7,28,NA,NA,"N"
"469","FnPMos","All Call",45,"German-Style Kölsch / Köln-Style Kölsch","Kölsch",5,25,3,1.05,"N"
"470","6Nua94","All Call",45,"German-Style Kölsch / Köln-Style Kölsch","Kölsch",5,25,3,1.05,"N"
"471","TSEXVG","All Cascade Pale Ale",108,"Session Beer","Session",5.5,NA,NA,NA,"N"
"472","TmybcX","All Cats Are Gray In the Dark",44,"Specialty Stouts","Stout",7.4,NA,NA,NA,"N"
"473","C3FLgt","All Clear! Apple Beer",155,"Fruit Cider","Fruit Cider",7.25,0,NA,NA,"N"
"474","2cLm8B","All Colorado Apricot Wheat",114,"Fruit Wheat Ale or Lager with or without Yeast","Fruit Wheat Ale",5.5,NA,NA,NA,"N"
"475","UEHHoX","All Day IPA",164,"Session India Pale Ale","Session IPA",4.7,42,9,NA,"N"
"476","U2lhQ7","All Day Long",11,"English-Style Dark Mild Ale","English Dark Mild",2.7,NA,NA,NA,"N"
"477","GPWzmS","All Day Rosé",149,"Common Cider","Common Cider",5,NA,19,NA,"N"
"478","Ju8Adu","All Days Off",93,"American-Style Lager","American Lager",4.4,NA,NA,NA,"N"
"479","PJ4EXS","All Eyes On Me",31,"Imperial or Double India Pale Ale","Imperial IPA",8.2,NA,NA,NA,"N"
"480","YVSxm7","All For One IPA",30,"American-Style India Pale Ale","American IPA",4.75,35,NA,NA,"N"
"481","J4cNeI","All Funked Up - Chris Framboise",72,"French & Belgian-Style Saison","Saison",7.1,16,NA,NA,"N"
"482","3lxS19","All Goblet's Have Spirits",15,"Scotch Ale","Scotch Ale",9,NA,NA,NA,"N"
"483","CJKY5M","All Good",19,"Robust Porter","Robust Porter",9,NA,NA,NA,"N"
"484","2ZULIX","All Good IPA",30,"American-Style India Pale Ale","American IPA",7.5,40,NA,NA,"N"
"485","yQNtOZ","All Green Everything",31,"Imperial or Double India Pale Ale","Imperial IPA",10.5,120,13,1.092,"N"
"486","BiZ8dS","All Growed Up Root Beer",125,"Specialty Beer","Specialty",3.5,NA,NA,NA,"N"
"487","c99VZp","All Hail Cyser",143,"Cyser (Apple Melomel)","Cyser",11,NA,NA,NA,"N"
"488","c5bK92","All Hallows Ale",121,"Pumpkin Beer","Pumpkin Beer",7,NA,NA,NA,"N"
"489","JfsrXW","All Hallows Ale",125,"Specialty Beer","Specialty",4.4,NA,NA,NA,"Y"
"490","PyCI8y","All Hallows Eve",121,"Pumpkin Beer","Pumpkin Beer",7,NA,NA,NA,"N"
"491","jpl8Y7","All Hands",34,"American-Style Barley Wine Ale","American Barleywine",10.5,68,NA,NA,"N"
"492","Zq00rj","All Helles Breaks Loose",78,"Münchner (Munich)-Style Helles","Helles",4.7,NA,NA,NA,"N"
"493","jZmMai","All Hopped Up on Raspberries",30,"American-Style India Pale Ale","American IPA",7.2,NA,NA,NA,"N"
"494","lBU0gC","All Hops For a Basement",30,"American-Style India Pale Ale","American IPA",6.6,65,NA,NA,"N"
"495","AWYWyw","All Hours",164,"Session India Pale Ale","Session IPA",4.9,NA,NA,NA,"N"
"496","QtbLH5","All I Do Is Wynwood",31,"Imperial or Double India Pale Ale","Imperial IPA",10.5,70,NA,NA,"N"
"497","5kGSAu","Alpha Mosaic",31,"Imperial or Double India Pale Ale","Imperial IPA",9,85,9,NA,"N"
"498","4kJ4jM","Alpha Naught",31,"Imperial or Double India Pale Ale","Imperial IPA",10.5,100,NA,NA,"Y"
"499","RwXrfx","Alpha Ox",30,"American-Style India Pale Ale","American IPA",4.5,NA,NA,NA,"N"
"500","EyNMZy","Alpha Project #4: Nelson the Spacefish Rye IPA",30,"American-Style India Pale Ale","American IPA",NA,NA,NA,NA,"N"
"501","I4b98u","Alpha Ralpha",30,"American-Style India Pale Ale","American IPA",6.6,44,NA,NA,"N"
"502","Wn3apJ","Alpha Series Mead #1",146,"Metheglin","Metheglin",14,NA,NA,NA,"N"
"503","unMoVO","Alpha Squid",173,"Juicy or Hazy Imperial or Double India Pale Ale","Juicy or Hazy Double IPA",8.2,40,NA,NA,"N"
"504","JG9FjK","Alpha Storter",42,"American-Style Stout","American Stout",5.5,10,NA,NA,"N"
"505","v8rUHe","Alpha Zuur",31,"Imperial or Double India Pale Ale","Imperial IPA",10,NA,NA,NA,"N"
"506","cxmroT","Alphadelic IPA",30,"American-Style India Pale Ale","American IPA",6.5,90,NA,NA,"N"
"507","Ui1a7c","AlphaDog",31,"Imperial or Double India Pale Ale","Imperial IPA",8.5,126,NA,NA,"N"
"508","C1Zjti","Alphaholic",31,"Imperial or Double India Pale Ale","Imperial IPA",8,70,NA,NA,"N"
"509","d3VjTl","Alphaphylactic Hop",31,"Imperial or Double India Pale Ale","Imperial IPA",8.1,NA,NA,NA,"N"
"510","akmASX","Alpheus",44,"Specialty Stouts","Stout",10.1,68,NA,NA,"N"
"511","IW1eQt","Alpin Haus",129,"Smoke Beer (Lager or Ale)","Smoke Beer",6.5,NA,NA,NA,"N"
"512","YjNTw5","Alpine Amber",32,"American-Style Amber/Red Ale","Amber",NA,NA,NA,NA,"N"
"513","sAxBJN","Alpine Ascent Citrus Session Pale",108,"Session Beer","Session",4.7,44,NA,NA,"N"
"514","Hdgzyr","Alpine Black IPA",30,"American-Style India Pale Ale","American IPA",7.1,64,NA,NA,"Y"
"515","dqPcrO","Alpine Coffee Stout",20,"Sweet or Cream Stout","Sweet Stout",NA,NA,NA,NA,"N"
"516","IFfW9q","Alpine Fest Lager",81,"German-Style Märzen","Märzen",5.7,NA,NA,NA,"N"
"517","dSo7uT","Alpine Glacier",97,"American-Style Premium Lager","American Premium Lager",5.1,43,NA,NA,"N"
"518","B0UOTX","Alpine Glow Red Ale",32,"American-Style Amber/Red Ale","Amber",NA,NA,NA,NA,"N"
"519","4OBVPn","Alpine Gold",36,"Golden or Blonde Ale","Blonde",4.6,NA,NA,NA,"N"
"520","VdpAHg","Alpine Gold",36,"Golden or Blonde Ale","Blonde",4.6,NA,NA,NA,"N"
"521","8dvp7F","Alpine Lente Meadow Maibock",78,"Münchner (Munich)-Style Helles","Helles",6.4,24,NA,NA,"N"
"522","O8YqCu","Alpine Loop",48,"South German-Style Hefeweizen / Hefeweissbier","Hefeweizen",5.2,NA,NA,NA,"N"
"523","B5gu0t","Alpine Meadows Saison",72,"French & Belgian-Style Saison","Saison",7.9,35,6,1.007,"N"
"524","XUU9lJ","Alpine Peak Black American Ale",41,"American-Style Black Ale","Black Ale",5.5,NA,NA,NA,"N"
"525","eDFESi","Alpine Wiesen Oktoberfest Lager",102,"American-Style Märzen / Oktoberfest","American Oktoberfest",5.6,NA,NA,NA,"N"
"526","A4yuuM","Alpirsbacher Klosterbräu Alkoholfrei",139,"Non-Alcoholic (Beer) Malt Beverages","Non-Alcoholic",0,28,6,NA,"N"
"527","ytkpO0","Alpirsbacher Klosterbräu Dunkel",125,"Specialty Beer","Specialty",NA,NA,NA,NA,"N"
"528","XlG6kv","Alpirsbacher Klosterbräu Heidelbeer-Mönch",125,"Specialty Beer","Specialty",NA,NA,NA,NA,"N"
"529","vRXIbU","Alpirsbacher Klosterbräu Mönch-Lemon",125,"Specialty Beer","Specialty",NA,NA,NA,NA,"N"
"530","DXCRgs","Alpirsbacher Klosterbräu Naturtrüb",125,"Specialty Beer","Specialty",NA,NA,NA,NA,"N"
"531","Ma21EZ","Alpirsbacher Klosterbräu Pils",75,"German-Style Pilsener","German Pilsener",4.9,28,5,NA,"N"
"532","J7oUS3","Alpirsbacher Klosterbräu Radler",125,"Specialty Beer","Specialty",NA,NA,NA,NA,"N"
"533","go5gIc","Alpirsbacher Klosterbräu Starkbier",125,"Specialty Beer","Specialty",NA,NA,NA,NA,"N"
"534","SAe3zk","Alpirsbacher Klosterbräu Weizen Hefe-Dunkel",125,"Specialty Beer","Specialty",NA,NA,NA,NA,"N"
"535","pqvFqJ","Alpirsbacher Klosterbräu Weizen Hefe-Hell",125,"Specialty Beer","Specialty",NA,NA,NA,NA,"N"
"536","4UMs9B","Alpirsbacher Klosterbräu Weizen kristallklar",125,"Specialty Beer","Specialty",NA,NA,NA,NA,"N"
"537","4od9Vk","Alright Already",32,"American-Style Amber/Red Ale","Amber",NA,NA,NA,NA,"N"
"538","iWxYJW","Altstadtweizenbier",125,"Specialty Beer","Specialty",NA,NA,NA,NA,"N"
"539","2l1DNZ","Altstadtweizenbier",125,"Specialty Beer","Specialty",NA,NA,NA,NA,"N"
"540","BqwTHx","Altus Gravitas",34,"American-Style Barley Wine Ale","American Barleywine",10,NA,NA,NA,"N"
"541","7b0aOz","Aluminum Army",30,"American-Style India Pale Ale","American IPA",6.5,NA,NA,NA,"N"
"542","CWcHgK","Alvictus Hoppy Lager",93,"American-Style Lager","American Lager",6.7,70,NA,NA,"N"
"543","c7Sc62","Always Blue",30,"American-Style India Pale Ale","American IPA",6.6,NA,NA,NA,"N"
"544","dqmzB2","Always Summer in Santa Barbara",6,"English-Style Summer Ale","English Summer Ale",4.8,21,NA,NA,"N"
"545","BcJuqE","Always The Hard Way",31,"Imperial or Double India Pale Ale","Imperial IPA",8.7,90,NA,NA,"N"
"546","ZAmhXS","AM Gold",109,"American-Style Cream Ale or Lager","Cream Ale",5,35,NA,NA,"N"
"547","BoE9Eu","AM Gold : Vanilla Latte",109,"American-Style Cream Ale or Lager","Cream Ale",5,35,NA,NA,"N"
"548","P5G8oY","Am I Right Or Amarillo",30,"American-Style India Pale Ale","American IPA",6,NA,NA,NA,"N"
"549","16A1rY","AM Lager",78,"Münchner (Munich)-Style Helles","Helles",5.4,NA,NA,NA,"Y"
"550","1aevpc","AM:PM",164,"Session India Pale Ale","Session IPA",4.5,330,NA,NA,"N"
"551","LU169c","Ama Mora",18,"Brown Porter","Brown Porter",9,NA,NA,NA,"N"
"552","PrQiDo","Amadan",23,"Classic Irish-Style Dry Stout","Dry Irish Stout",4,NA,NA,NA,"N"
"553","hkyf45","Amadeus Vienna Lager",80,"Vienna-Style Lager","Vienna Lager",5,NA,NA,1.051,"N"
"554","yl7xVq","Amado EIPA",2,"English-Style India Pale Ale","English IPA",7.5,100,NA,NA,"N"
"555","CMacvG","Amager From Amager With Love",16,"British-Style Imperial Stout","British Imperial Stout",12,NA,NA,NA,"N"
"556","dSgPmn","Amaize IPA",30,"American-Style India Pale Ale","American IPA",6,NA,NA,NA,"N"
"557","FAlNjM","Amaizing Stout",42,"American-Style Stout","American Stout",6.5,NA,NA,NA,"N"
"558","GSBSlf","Amalgamation",59,"Belgian-Style Tripel","Belgian Tripel",8,NA,NA,NA,"N"
"559","xvrhjt","Amalgamation",37,"American-Style Brown Ale","American Brown",6.5,60,NA,NA,"N"
"560","QCFv5X","Amalgamator",30,"American-Style India Pale Ale","American IPA",7.1,99,41,NA,"N"
"561","B4v0fI","Amanecer Mexicano",165,"Contemporary Gose","Contemporary Gose",5.8,NA,NA,NA,"N"
"562","goiZpv","Amante",146,"Metheglin","Metheglin",13,NA,NA,NA,"N"
"563","IAreck","Amaretto Stout",42,"American-Style Stout","American Stout",4.5,NA,NA,NA,"N"
"564","HfmXSu","Amargomatic",31,"Imperial or Double India Pale Ale","Imperial IPA",7.8,NA,NA,NA,"N"
"565","ddH031","Amarilla Gorilla IPA",30,"American-Style India Pale Ale","American IPA",7.8,63,5,1.07,"N"
"566","NmbfMY","Amarillo",31,"Imperial or Double India Pale Ale","Imperial IPA",9.5,NA,NA,NA,"N"
"567","pl7FQZ","Amarillo / Citra / El Dorado",30,"American-Style India Pale Ale","American IPA",6.5,25,NA,NA,"N"
"568","QWR3he","Amarillo Ale",36,"Golden or Blonde Ale","Blonde",5.1,NA,NA,NA,"N"
"569","QnFa4U","Amarillo Armadillo",30,"American-Style India Pale Ale","American IPA",NA,NA,NA,NA,"N"
"570","KLudac","Amarillo Brillo",31,"Imperial or Double India Pale Ale","Imperial IPA",8.4,101,NA,NA,"N"
"571","p0Mkap","Amarillo By Morning",31,"Imperial or Double India Pale Ale","Imperial IPA",9,85,NA,NA,"N"
"572","eAqIhA","Amarillo Dank Juice",30,"American-Style India Pale Ale","American IPA",7,NA,NA,NA,"N"
"573","esytuv","Amarillo Double Jeopardy",31,"Imperial or Double India Pale Ale","Imperial IPA",10,NA,NA,NA,"N"
"574","Xn4pKh","Amarillo Farmer",72,"French & Belgian-Style Saison","Saison",6.4,NA,NA,NA,"N"
"575","ZaV1f2","Amarillo Fog",31,"Imperial or Double India Pale Ale","Imperial IPA",8.1,126,NA,NA,"N"
"576","jLCNWD","Amarillo Gose",165,"Contemporary Gose","Contemporary Gose",5,20,NA,NA,"N"
"577","4qnpkF","Amarillo Hops",30,"American-Style India Pale Ale","American IPA",7,NA,NA,NA,"N"
"578","PoaZ4m","Amarillo IPA",30,"American-Style India Pale Ale","American IPA",7.2,NA,NA,NA,"N"
"579","VOUZYC","Amarillo Mild",10,"English-Style Pale Mild Ale","English Pale Mild",3.5,NA,NA,NA,"N"
"580","dfrbyO","Amber Ale In The Groves",32,"American-Style Amber/Red Ale","Amber",5.2,40,NA,1.054,"N"
"581","SZAZ4r","Amber Ale In The Groves",32,"American-Style Amber/Red Ale","Amber",5.1,NA,NA,NA,"N"
"582","4stNEI","Amber Ale In The Willows",32,"American-Style Amber/Red Ale","Amber",4.9,NA,NA,NA,"N"
"583","FzaQ7p","Amber Ale Winter Rye",32,"American-Style Amber/Red Ale","Amber",5.4,50,NA,1.054,"N"
"584","v2EuAm","Amber Alert",32,"American-Style Amber/Red Ale","Amber",NA,NA,NA,NA,"N"
"585","J8Q6Ik","Amber Alert",32,"American-Style Amber/Red Ale","Amber",5,25,NA,NA,"N"
"586","0Fhx38","Amber Alt",55,"German-Style Altbier","Altbier",4.7,NA,NA,NA,"N"
"587","D2cOyM","Amber Amarillo",32,"American-Style Amber/Red Ale","Amber",5.5,NA,NA,NA,"N"
"588","ErjUmU","Amber Apparition",32,"American-Style Amber/Red Ale","Amber",5.2,32,NA,NA,"N"
"589","qIa0fL","Amber Beer",32,"American-Style Amber/Red Ale","Amber",NA,NA,NA,NA,"N"
"590","sgQwTT","Amber Blaze",32,"American-Style Amber/Red Ale","Amber",5.6,NA,NA,NA,"N"
"591","W7JvN6","Amber Canyon Magik",132,"Wood- and Barrel-Aged Beer","BBL Aged",6,NA,NA,NA,"N"
"592","KjhohM","Amber Cream Ale",109,"American-Style Cream Ale or Lager","Cream Ale",5.2,20,NA,NA,"N"
"593","bzv1qy","Amber Daze",32,"American-Style Amber/Red Ale","Amber",NA,NA,NA,NA,"N"
"594","Qq4RWu","Amber Earl",32,"American-Style Amber/Red Ale","Amber",6.5,32,NA,NA,"N"
"595","OC71dh","Amber Glass",32,"American-Style Amber/Red Ale","Amber",5,35,NA,NA,"N"
"596","EAvpNn","Amber Has Two Moms",32,"American-Style Amber/Red Ale","Amber",5.3,23,NA,NA,"N"
"597","lD0Vgm","Amber Lager",97,"American-Style Premium Lager","American Premium Lager",NA,NA,NA,NA,"N"
"598","Uzl6ce","Amber Lager",101,"American-Style Amber Lager","American Amber Lager",NA,NA,NA,NA,"N"
"599","Uogjbi","Amber Lager",137,"Aged Beer (Ale or Lager)","Aged Beer",4.3,500,NA,NA,"N"
"600","Na1y3L","Amber Lager",80,"Vienna-Style Lager","Vienna Lager",5.8,22,NA,NA,"N"
"601","gNpiMU","Amber Lager",101,"American-Style Amber Lager","American Amber Lager",4.7,NA,NA,NA,"N"
"602","N0SNdu","Amber Lager",96,"American-Style Amber (Low Calorie) Lager","American Amber Lager",5.5,NA,NA,NA,"N"
"603","1yzkku","Amber Lager",101,"American-Style Amber Lager","American Amber Lager",5.03,20,13,NA,"N"
"604","AvxLqi","Amber Lager",97,"American-Style Premium Lager","American Premium Lager",NA,NA,NA,NA,"N"
"605","0kSOEr","Amber Lager",101,"American-Style Amber Lager","American Amber Lager",5.2,28,NA,NA,"N"
"606","0oJxx9","Amber Lager",93,"American-Style Lager","American Lager",5.5,NA,NA,NA,"N"
"607","ejzxPj","Amber Lager",32,"American-Style Amber/Red Ale","Amber",5,NA,NA,NA,"N"
"608","eM6Lrv","Amber Lager",101,"American-Style Amber Lager","American Amber Lager",4.7,NA,NA,NA,"N"
"609","3vJdrg","Amber Lager",97,"American-Style Premium Lager","American Premium Lager",NA,NA,NA,NA,"N"
"610","t6z10U","Amber Lager",93,"American-Style Lager","American Lager",NA,28,6,NA,"N"
"611","e7lu15","Amber Lager",80,"Vienna-Style Lager","Vienna Lager",5.5,NA,NA,NA,"N"
"612","rFEjtl","AMBER LAGER",101,"American-Style Amber Lager","American Amber Lager",5,NA,NA,NA,"Y"
"613","s2ezPK","Amber Lager",101,"American-Style Amber Lager","American Amber Lager",NA,NA,NA,NA,"N"
"614","7xXyR7","Amber Light",32,"American-Style Amber/Red Ale","Amber",NA,NA,NA,NA,"N"
"615","ynZSec","Amber Light",97,"American-Style Premium Lager","American Premium Lager",NA,NA,NA,NA,"N"
"616","itclRd","Amber Lushus",32,"American-Style Amber/Red Ale","Amber",NA,NA,NA,NA,"N"
"617","wz97Rd","Amber Natt",70,"Other Belgian-Style Ales","Belgian Ale",5.7,38,NA,NA,"N"
"618","kVhlql","Amber of the Arts",32,"American-Style Amber/Red Ale","Amber",6,25,NA,NA,"N"
"619","Z4ccUg","Amber Plus",32,"American-Style Amber/Red Ale","Amber",NA,NA,NA,NA,"N"
"620","ggP6FG","Amber Red Ale",32,"American-Style Amber/Red Ale","Amber",5.5,NA,NA,NA,"N"
"621","uIDjJP","Amber Reign",32,"American-Style Amber/Red Ale","Amber",5.5,30,NA,NA,"N"
"622","IPvQRx","Amber Road",32,"American-Style Amber/Red Ale","Amber",5.5,35,NA,NA,"N"
"623","CXcQYy","Amber Rye",32,"American-Style Amber/Red Ale","Amber",NA,NA,NA,NA,"N"
"624","TwnIXA","Amber Rye",97,"American-Style Premium Lager","American Premium Lager",5.5,0,NA,NA,"N"
"625","99kGFS","Amber Rye Lager",97,"American-Style Premium Lager","American Premium Lager",NA,NA,NA,NA,"N"
"626","bw4jpI","Amber Saison",72,"French & Belgian-Style Saison","Saison",6.6,19,NA,NA,"N"
"627","GBkBkA","Amber Salute",32,"American-Style Amber/Red Ale","Amber",5.5,19,NA,NA,"N"
"628","s3Yhqu","Amber Smashed Face",32,"American-Style Amber/Red Ale","Amber",7.8,NA,NA,NA,"N"
"629","OIBqxi","Amber Steam Style",110,"California Common Beer","California Common",NA,NA,NA,NA,"N"
"630","YAHgHM","American Magic Wheat",112,"Light American Wheat Ale or Lager with Yeast","Wheat Ale",6,11,NA,1.062,"N"
"631","mod11o","American Maniacs",142,"Sweet Mead","Sweet Mead",14,NA,NA,NA,"N"
"632","WvuiEW","American Monastic",30,"American-Style India Pale Ale","American IPA",8.5,NA,NA,NA,"N"
"633","rx95aT","American Muscle – New World Double IPA",31,"Imperial or Double India Pale Ale","Imperial IPA",13,NA,NA,NA,"N"
"634","eYmTcC","American Nightmare",30,"American-Style India Pale Ale","American IPA",NA,NA,NA,NA,"N"
"635","la4Mp9","American Outlaw Session IPA",164,"Session India Pale Ale","Session IPA",4.8,45,NA,NA,"N"
"636","jUMtCv","American Pale Ale",29,"American-Style Strong Pale Ale","American Strong Pale",6,60,NA,NA,"N"
"637","GytcLS","Anais",72,"French & Belgian-Style Saison","Saison",NA,NA,NA,NA,"N"
"638","KksM3D","Analog Nostalgia",30,"American-Style India Pale Ale","American IPA",8,NA,NA,NA,"N"
"639","xSlaej","Analogue 78",45,"German-Style Kölsch / Köln-Style Kölsch","Kölsch",5,NA,NA,NA,"N"
"640","xbloqX","Ananas",155,"Fruit Cider","Fruit Cider",6,NA,NA,NA,"N"
"641","zcV2SS","Ananas",149,"Common Cider","Common Cider",5.5,NA,NA,NA,"N"
"642","TdTIzP","Ananas Kolsch",45,"German-Style Kölsch / Köln-Style Kölsch","Kölsch",5.5,21,NA,NA,"N"
"643","BwBYCX","Ananda",30,"American-Style India Pale Ale","American IPA",6.1,61,NA,1.057,"N"
"644","1qS1dC","Anarchist Amber Ale",32,"American-Style Amber/Red Ale","Amber",5.5,27,NA,NA,"N"
"645","Y9lK9Q","Anarchist Scotch Ale",15,"Scotch Ale","Scotch Ale",6.5,26,NA,NA,"N"
"646","72ymgk","Anarchy IPA",30,"American-Style India Pale Ale","American IPA",7.9,NA,NA,NA,"N"
"647","HIRrQG","Anarchy V",30,"American-Style India Pale Ale","American IPA",NA,NA,NA,NA,"N"
"648","iTXByi","Anasazi",148,"Open Category Mead","Mead",14,NA,NA,NA,"N"
"649","1O2f9B","Anastasia Island IPA",30,"American-Style India Pale Ale","American IPA",7.2,NA,NA,NA,"N"
"650","X9ZhAp","Anastasia Russian Imperial Stout",16,"British-Style Imperial Stout","British Imperial Stout",8,68,NA,1.082,"N"
"651","1zFHyZ","Anastasia's Chocolate Fantasy",43,"American-Style Imperial Stout","American Imperial Stout",10.5,40,NA,NA,"N"
"652","mCjdbH","Ancestral",72,"French & Belgian-Style Saison","Saison",7.5,NA,NA,NA,"Y"
"653","xdfgAl","Ancestral",30,"American-Style India Pale Ale","American IPA",6.4,NA,NA,NA,"N"
"654","DNspDZ","Ancestral Red Ale",32,"American-Style Amber/Red Ale","Amber",7.7,29,NA,NA,"N"
"655","d2Vab7","Ancho Chile IPA",30,"American-Style India Pale Ale","American IPA",6.2,60,NA,NA,"N"
"656","BLDAuC","Ancho Chili Double Chocolate Porter",19,"Robust Porter","Robust Porter",5.3,NA,NA,NA,"N"
"657","XlhK8P","Ancho Mama's Cider",157,"Other Specialty Cider or Perry","Specialty Cider",NA,NA,NA,NA,"N"
"658","xIwtk6","Ancho Mamma's Beer",168,"Chili Pepper Beer","Chili Beer",5.78,28,5,NA,"Y"
"659","6XV1We","Anchor Amber Ale",96,"American-Style Amber (Low Calorie) Lager","American Amber Lager",4.1,25.3,21,NA,"N"
"660","8hU0Y2","Anchor Baby",172,"Juicy or Hazy India Pale Ale","Juicy or Hazy IPA",6.5,60,4,NA,"N"
"661","4uM1B2","Anchor Bend",43,"American-Style Imperial Stout","American Imperial Stout",NA,NA,NA,NA,"N"
"662","rZoPXp","Anchor Bock",88,"Traditional German-Style Bock","Bock",5.5,NA,NA,NA,"N"
"663","8K6l8A","Anchor Down Amber",101,"American-Style Amber Lager","American Amber Lager",5.4,28,NA,NA,"N"
"664","H8EWVN","Anchor Pilsener",75,"German-Style Pilsener","German Pilsener",3.7,NA,NA,NA,"N"
"665","7cX5PZ","Anchor Saison",72,"French & Belgian-Style Saison","Saison",7.2,NA,NA,NA,"N"
"666","Uiol9p","Anchor Steam",110,"California Common Beer","California Common",4.9,NA,NA,NA,"N"
"667","D9zakD","Anchor Strong Beer",138,"Other Strong Ale or Lager","Strong Ale",8.8,NA,NA,NA,"N"
"668","b6KhId","Anchor Witbier with Brettanomyces",61,"Belgian-Style Blonde Ale","Belgian Blonde",6.25,NA,NA,NA,"N"
"669","WDogNz","Anchorage Hop Doodle",108,"Session Beer","Session",4.6,65,NA,NA,"N"
"670","roGgUe","Anchorman",110,"California Common Beer","California Common",6.2,NA,NA,NA,"N"
"671","5jZhZl","Anchors Aweigh",43,"American-Style Imperial Stout","American Imperial Stout",9.5,43,NA,NA,"N"
"672","67voBf","Anchorsmith Amber Ale",32,"American-Style Amber/Red Ale","Amber",5.9,34,15,1.055,"N"
"673","sLjRjQ","Ancient Aleiens",125,"Specialty Beer","Specialty",7.1,60,NA,1.068,"N"
"674","qMIaZL","Ancient Berry",180,"Kombucha","Kombucha",4.5,NA,NA,NA,"N"
"675","r18XZy","Ancient Bole",72,"French & Belgian-Style Saison","Saison",5.3,NA,NA,NA,"N"
"676","EBxFx3","Ancient Bone Saber",72,"French & Belgian-Style Saison","Saison",6.7,NA,NA,NA,"N"
"677","qVidTi","Ancient Days Honey Blonde Ale",36,"Golden or Blonde Ale","Blonde",NA,NA,NA,NA,"N"
"678","dld30u","Ancient Grease",36,"Golden or Blonde Ale","Blonde",4.4,NA,NA,NA,"N"
"679","gem3pJ","Ancient Gruit Ale",125,"Specialty Beer","Specialty",9,NA,NA,NA,"N"
"680","U5ooPa","Ancient Kingdom",76,"Bohemian-Style Pilsener","Bohemian Pilsener",5,NA,NA,NA,"N"
"681","Sg7p9q","Anniversary Ale - Nineteen",59,"Belgian-Style Tripel","Belgian Tripel",8.23,41,NA,1.07,"N"
"682","8NYP9a","Anniversary Ale - Seventeen",84,"German-Style Schwarzbier","Schwarzbier",8.69,NA,41,NA,"N"
"683","4zqdJH","Anniversary Ale - Sixteen",72,"French & Belgian-Style Saison","Saison",7.69,NA,NA,NA,"N"
"684","hJZRSi","Anniversary Ale - Ten",31,"Imperial or Double India Pale Ale","Imperial IPA",10,NA,NA,NA,"N"
"685","JdIFc9","Anniversary Ale - Thirteen",82,"German-Style Oktoberfest / Wiesen (Meadow)","Oktoberfest",9.5,NA,NA,NA,"N"
"686","vx13la","Anniversary Ale - Twelve",72,"French & Belgian-Style Saison","Saison",7.6,NA,NA,NA,"N"
"687","BAFEKK","Anniversary Ale 1",43,"American-Style Imperial Stout","American Imperial Stout",12.5,NA,NA,NA,"N"
"688","R4sg8S","Anniversary Ale 2",61,"Belgian-Style Blonde Ale","Belgian Blonde",10.1,NA,NA,NA,"N"
"689","jx8KJy","Anniversary Ale 2013",32,"American-Style Amber/Red Ale","Amber",6.9,NA,NA,NA,"N"
"690","zfc0Vl","Anniversary Ale 2014",32,"American-Style Amber/Red Ale","Amber",7.3,NA,NA,NA,"N"
"691","fsXdMD","Anniversary Alt",55,"German-Style Altbier","Altbier",6,NA,NA,NA,"N"
"692","K0gmid","Anniversary Altbier",55,"German-Style Altbier","Altbier",NA,NA,NA,NA,"N"
"693","Umo9y6","Anniversary Baltic Porter",104,"Baltic-Style Porter","Baltic Porter",9,30,NA,NA,"N"
"694","WjkwcB","Anniversary Barley Wine",34,"American-Style Barley Wine Ale","American Barleywine",9.5,64.3,NA,NA,"N"
"695","5MUYkm","Anniversary Barley Wine",17,"British-Style Barley Wine Ale","British Barleywine",6,NA,NA,NA,"N"
"696","LhB0eb","Anniversary Barley Wine",34,"American-Style Barley Wine Ale","American Barleywine",10.4,72,20,NA,"N"
"697","P8Yn1g","Anniversary Bier, Batch 1 (2019)",39,"Brett Beer","Brett",6.5,NA,NA,NA,"N"
"698","dbcfwS","Anniversary Blarney Stout",23,"Classic Irish-Style Dry Stout","Dry Irish Stout",6.6,31,NA,NA,"N"
"699","7YeE0f","Anniversary DIPA",31,"Imperial or Double India Pale Ale","Imperial IPA",9.1,NA,NA,NA,"N"
"700","kV11Fc","Anniversary IIPA",31,"Imperial or Double India Pale Ale","Imperial IPA",10.6,NA,NA,NA,"N"
"701","K9kryH","Anniversary Imperial IPA",30,"American-Style India Pale Ale","American IPA",8.7,100,NA,NA,"N"
"702","LWD44j","Anniversary IPA Ahtanum",30,"American-Style India Pale Ale","American IPA",7.2,NA,NA,NA,"N"
"703","xpvsEA","Anniversary IPA Glacier",30,"American-Style India Pale Ale","American IPA",7.2,NA,NA,NA,"N"
"704","WoLqIq","Anniversary Maibock",89,"German-Style Heller Bock/Maibock","Maibock",7.2,NA,NA,NA,"N"
"705","mb0bSj","Anniversary Oatmeal Cookie Stout",42,"American-Style Stout","American Stout",7.9,NA,NA,NA,"N"
